Survey_ID,Eater_Type,Motivation_Animal_Protection,Motivation_Concern_for_Environment,Motivation_Cost,Motivation_Health,Motivation_Religious_Spiritual_Beliefs,Motivation_Social_Influence ,Motivation_Social_Justice_or_World_Hunger,Motivation_Taste_Preferences,Motivation_Following_Food_Trend,Motivation_Feelings_of_Disgust_about_Meat,Age_Transitioned_to_Vegnism,Gender,State,Education,Political,Race_Ethnicity,Religion
1661,Omnivore,,,,,,,,,,,,Female,Colorado,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
1665,Omnivore,,,,,,,,,,,,Male,North Carolina,Bachelors degree,Moderately Liberal,White,Jewish
1668,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
1685,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,27,Male,California,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
1688,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Strongly Liberal,White,Other religion (including two or more)
1705,Omnivore,,,,,,,,,,,,Male,Minnesota,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
1708,Omnivore,,,,,,,,,,,,Female,Iowa,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1711,Omnivore,,,,,,,,,,,,Male,Montana,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1722,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
1728,Omnivore,,,,,,,,,,,,Female,Georgia,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
1743,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Strongly Liberal,White,Jewish
1748,Omnivore,,,,,,,,,,,,Female,West Virginia,High school diploma (or equivalent),Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
1749,Omnivore,,,,,,,,,,,,Female,Texas,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
1755,Omnivore,,,,,,,,,,,,Female,New Mexico,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1761,Omnivore,,,,,,,,,,,,Female,Oregon,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
1768,Omnivore,,,,,,,,,,,,Female,Indiana,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
1770,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Strongly Liberal,African American or Black,Do not actively practice a religion
1775,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
1801,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
1808,Omnivore,,,,,,,,,,,,Female,Indiana,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
1817,Omnivore,,,,,,,,,,,,Female,Kentucky,Associates degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1823,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,38,Female,California,Bachelors degree,Neutral/Centrist,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
1831,Omnivore,,,,,,,,,,,,Female,Texas,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
1855,Omnivore,,,,,,,,,,,,Female,Wyoming,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
1857,Omnivore,,,,,,,,,,,,Female,Minnesota,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1879,Omnivore,,,,,,,,,,,,Female,Pennsylvania,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1888,Omnivore,,,,,,,,,,,,Female,Connecticut,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
1890,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Jewish
1894,Omnivore,,,,,,,,,,,,Female,Puerto Rico,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
1914,Vegetarian,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,Very Strong,21,Female,California,Some education after high school -  no degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
1915,Omnivore,,,,,,,,,,,,Female,Arizona,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1926,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
1927,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,28,Other,Pennsylvania,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
1929,Omnivore,,,,,,,,,,,,Female,Hawaii,Bachelors degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
1941,Omnivore,,,,,,,,,,,,Female,Hawaii,Associates degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1959,Omnivore,,,,,,,,,,,,Female,Wyoming,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
1968,Omnivore,,,,,,,,,,,,Female,Minnesota,Bachelors degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
1971,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
1992,Omnivore,,,,,,,,,,,,Female,Arizona,High school diploma (or equivalent),Neutral/Centrist,White,Do not actively practice a religion
2024,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Moderately Conservative,White,Do not actively practice a religion
2027,Omnivore,,,,,,,,,,,,Female,Virginia,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
2063,Omnivore,,,,,,,,,,,,Male,Michigan,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
2064,Omnivore,,,,,,,,,,,,Male,Tennessee,Associates degree,Neutral/Centrist,White,Other religion (including two or more)
2066,Omnivore,,,,,,,,,,,,Female,Georgia,Associates degree,Neutral/Centrist,White,Do not actively practice a religion
2072,Vegetarian,Very Strong,Very Strong,Not at All,Very Strong,Strong,Mild,Very Strong,Somewhat,Not at All,Not at All,15,Female,Montana,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
2079,Omnivore,,,,,,,,,,,,Male,New Mexico,Associates degree,Neutral/Centrist,Other race/ethnicity (including two or more),Hindu
2086,Omnivore,,,,,,,,,,,,Female,Pennsylvania,Graduate or professional degree,Neutral/Centrist,Other race/ethnicity (including two or more),Do not actively practice a religion
2091,Omnivore,,,,,,,,,,,,Female,New York,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
2100,Omnivore,,,,,,,,,,,,Female,North Carolina,Some education after high school -  no degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
2105,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
2106,Omnivore,,,,,,,,,,,,Female,Iowa,High school diploma (or equivalent),Strongly Conservative,White,Do not actively practice a religion
2121,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
2130,Omnivore,,,,,,,,,,,,Male,Indiana,Graduate or professional degree,Moderately Conservative,White,Jewish
2168,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
2177,Omnivore,,,,,,,,,,,,Female,Alaska,Graduate or professional degree,Neutral/Centrist,Other race/ethnicity (including two or more),Other religion (including two or more)
2183,Omnivore,,,,,,,,,,,,Female,Michigan,Bachelors degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
2189,Vegetarian,Very Strong,Strong,Somewhat,Very Strong,Not at All,Mild,Very Strong,Strong,Mild,Very Strong,21,Female,Colorado,Bachelors degree,Strongly Liberal,White,Other religion (including two or more)
2198,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,27,Female,South Dakota,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
2222,Omnivore,,,,,,,,,,,,Female,Washington,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
2223,Omnivore,,,,,,,,,,,,Female,West Virginia,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2224,Vegan,Very Strong,Strong,Somewhat,Very Strong,Not at All,Mild,Very Strong,Strong,Mild,Very Strong,63,Male,Puerto Rico,Some education after high school -  no degree,Strongly Liberal,White,Other religion (including two or more)
2229,Vegetarian,Very Strong,Very Strong,Not at All,Very Strong,Strong,Mild,Very Strong,Somewhat,Not at All,Not at All,56,Male,Puerto Rico,Graduate or professional degree,Moderately Liberal,White,Other religion (including two or more)
2246,Omnivore,,,,,,,,,,,,Female,Georgia,High school diploma (or equivalent),Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2256,Omnivore,,,,,,,,,,,,Male,Alabama,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
2260,Omnivore,,,,,,,,,,,,Male,North Carolina,Graduate or professional degree,Strongly Liberal,White,Jewish
2265,Omnivore,,,,,,,,,,,,Female,Oregon,Associates degree,Strongly Liberal,White,Do not actively practice a religion
2266,Omnivore,,,,,,,,,,,,Female,North Carolina,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
2281,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
2289,Omnivore,,,,,,,,,,,,Female,Indiana,Some education after high school -  no degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
2302,Omnivore,,,,,,,,,,,,Female,Oklahoma,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2314,Omnivore,,,,,,,,,,,,Male,Texas,Associates degree,Strongly Conservative,White,Do not actively practice a religion
2332,Omnivore,,,,,,,,,,,,Male,Georgia,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
2344,Vegetarian,Strong,Strong,Somewhat,Strong,Not at All,Strong,Strong,Somewhat,Strong,Not at All,21,Female,West Virginia,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
2347,Omnivore,,,,,,,,,,,,Female,New Hampshire,Associates degree,Moderately Liberal,White,Do not actively practice a religion
2349,Omnivore,,,,,,,,,,,,Male,South Carolina,Graduate or professional degree,Strongly Conservative,White,Christian (Catholic -  Protestant -  etc.)
2360,Omnivore,,,,,,,,,,,,Female,Georgia,Some education after high school -  no degree,Moderately Liberal,White,Do not actively practice a religion
2392,Vegetarian,Not at All,Not at All,Strong,Strong,Not at All,Not at All,Not at All,Strong,Not at All,Not at All,36,Female,North Carolina,Associates degree,Strongly Liberal,White,Other religion (including two or more)
2397,Omnivore,,,,,,,,,,,,Male,Puerto Rico,Bachelors degree,Strongly Liberal,White,Christian (Catholic -  Protestant -  etc.)
2403,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,14,Female,Mississippi,Graduate or professional degree,Strongly Liberal,White,Buddhist
2406,Omnivore,,,,,,,,,,,,Female,Wyoming,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2410,Omnivore,,,,,,,,,,,,Female,California,Associates degree,Neutral/Centrist,White,Jewish
2418,Omnivore,,,,,,,,,,,,Female,Oklahoma,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2419,Omnivore,,,,,,,,,,,,Female,South Dakota,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
2421,Omnivore,,,,,,,,,,,,Female,Washington,Graduate or professional degree,Strongly Liberal,White,Other religion (including two or more)
2444,Vegetarian,Very Strong,Strong,Somewhat,Very Strong,Not at All,Mild,Very Strong,Strong,Mild,Very Strong,13,Female,Colorado,Bachelors degree,Strongly Liberal,Other race/ethnicity (including two or more),Do not actively practice a religion
2466,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
2475,Omnivore,,,,,,,,,,,,Male,Alabama,Some education after high school -  no degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2476,Omnivore,,,,,,,,,,,,Female,Kentucky,Graduate or professional degree,Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
2481,Omnivore,,,,,,,,,,,,Male,West Virginia,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
2485,Omnivore,,,,,,,,,,,,Female,West Virginia,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
2496,Omnivore,,,,,,,,,,,,Female,West Virginia,Associates degree,Moderately Liberal,White,Do not actively practice a religion
2497,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Neutral/Centrist,White,Jewish
2502,Omnivore,,,,,,,,,,,,Male,North Carolina,Bachelors degree,Strongly Liberal,African American or Black,Do not actively practice a religion
2505,Omnivore,,,,,,,,,,,,Female,Minnesota,Graduate or professional degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
2507,Omnivore,,,,,,,,,,,,Male,Pennsylvania,Graduate or professional degree,Neutral/Centrist,White,Do not actively practice a religion
2513,Omnivore,,,,,,,,,,,,Female,Washington,Graduate or professional degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2518,Omnivore,,,,,,,,,,,,Male,Georgia,Bachelors degree,Strongly Liberal,White,Do not actively practice a religion
2531,Omnivore,,,,,,,,,,,,Female,California,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
2540,Omnivore,,,,,,,,,,,,Male,West Virginia,High school diploma (or equivalent),Moderately Conservative,White,Do not actively practice a religion
2554,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,22,Female,Georgia,Bachelors degree,Moderately Liberal,Hispanic -  Latino -  or Spanish origin,Christian (Catholic -  Protestant -  etc.)
2556,Omnivore,,,,,,,,,,,,Female,Puerto Rico,Graduate or professional degree,Moderately Liberal,White,Other religion (including two or more)
2558,Omnivore,,,,,,,,,,,,Female,Georgia,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
2565,Omnivore,,,,,,,,,,,,Female,Massachusetts,Graduate or professional degree,Neutral/Centrist,Christian (Catholic -  Protestant -  etc.),Do not actively practice a religion
2589,Omnivore,,,,,,,,,,,,Female,North Carolina,Bachelors degree,Moderately Liberal,White,Do not actively practice a religion
2607,Omnivore,,,,,,,,,,,,Male,Texas,High school diploma (or equivalent),Moderately Conservative,White,Christian (Catholic -  Protestant -  etc.)
2627,Omnivore,,,,,,,,,,,,Female,Illinois,Bachelors degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
2629,Omnivore,,,,,,,,,,,,Female,Michigan,Some education after high school -  no degree,Strongly Liberal,White,Jewish
2636,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,38,Male,Kansas,Graduate or professional degree,Moderately Liberal,White,Do not actively practice a religion
2660,Omnivore,,,,,,,,,,,,Male,California,Bachelors degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2666,Omnivore,,,,,,,,,,,,Male,Georgia,Some education after high school -  no degree,Moderately Liberal,White,Christian (Catholic -  Protestant -  etc.)
2685,Omnivore,,,,,,,,,,,,Male,New York,Some education after high school -  no degree,Neutral/Centrist,White,Do not actively practice a religion
2686,Omnivore,,,,,,,,,,,,Female,California,Bachelors degree,Neutral/Centrist,White,Do not actively practice a religion
2707,Vegetarian,Mild,Somewhat,Mild,Strong,Not at All,Mild,Mild,Mild,Mild,Somewhat,26,Female,Kentucky,Associates degree,Neutral/Centrist,White,Christian (Catholic -  Protestant -  etc.)
2712,Vegetarian,Somewhat,Somewhat,Very Strong,Very Strong,Somewhat,Somewhat,Somewhat,Strong,Mild,Somewhat,22,Female,Mississippi,Graduate or professional degree,Strongly Liberal,White,Do not actively practice a religion
